Year,Zone,Sub Region,District,Division 1 - Boys,Division 1 - Girls,Division 1 - Total,Division 2 - Boys,Division 2 - Girls,Division 2 - Total,Division 3 - Boys,Division 3 - Girls,Division 3 - Total,Division 4 - Boys,Division 4 - Girls,Division 4 - Total,Division U - Boys,Division U - Girls,Division U - Total,Division X - Boys,Division X - Girls,Division X - Total,Registered - Boys,Registered - Girls,Registered - Total,Sat - Boys,Sat - Girls,Sat - Total,Passed - Boys,Passed - Girls,Passed - Total,Pass Rate - Boys,Pass Rate - Girls,Pass Rate - Total,Pass Division 1_2_3 Boys,Pass Division 1_2_3 Girls,Pass Division 1_2_3 Total,Pass Rate Division 1_2_3 Boys,Pass Rate Division 1_2_3 Girls,Pass Rate Division 1_2_3 Total,Pass Rate Division 1 Boys,Pass Rate Division 1 Girls,Pass Rate Division 1 Total,Failure Rate -  Boys,Failure Rate - Girls,Failure Rate - Total,Abseentism Rate - Boys,Abseentism Rate - Girls,Abseentism Rate - Total
2023,Other,Busoga,Namayingo,163,105,268,872,710,1582,476,445,921,217,208,425,268,291,559,16,16,32,2012,1775,3787,1996,1759,3755,1728,1468,3196,86.57%,83.46%,85.11%,1511,1260,2771,75.70%,71.63%,73.79%,8.17%,5.97%,7.14%,14.58%,16.54%,14.89%,0.80%,0.90%,0.84%
2023,Other,Elgon,Namisindwa,59,34,93,621,554,1175,644,761,1405,275,365,640,562,783,1345,48,63,111,2209,2560,4769,2161,2497,4658,1599,1714,3313,73.99%,68.64%,71.12%,1324,1349,2673,61.27%,54.02%,57.39%,2.73%,1.36%,2.00%,36.23%,31.36%,28.88%,2.17%,2.46%,2.33%
2023,Other,Busoga,Namutumba,117,104,221,1046,1028,2074,703,851,1554,317,381,698,497,584,1081,20,26,46,2700,2974,5674,2680,2948,5628,2183,2364,4547,81.46%,80.19%,80.79%,1866,1983,3849,69.63%,67.27%,68.39%,4.37%,3.53%,3.93%,21.79%,19.81%,19.21%,0.74%,0.87%,0.81%
2022,MZO,Karamoja,Moroto,58,32,90,303,241,544,77,82,159,51,36,87,24,14,38,7,3,10,520,408,928,513,405,918,489,391,880,95.32%,96.54%,95.86%,438,355,793,85.38%,87.65%,86.38%,11.31%,7.90%,9.80%,2.73%,3.46%,4.14%,1.35%,0.74%,1.08%
2023,Other,West Nile,Nebbi,70,20,90,911,372,1283,566,373,939,220,128,348,120,143,263,23,31,54,1910,1067,2977,1887,1036,2923,1767,893,2660,93.64%,86.20%,91.00%,1547,765,2312,81.98%,73.84%,79.10%,3.71%,1.93%,3.08%,7.58%,13.80%,9.00%,1.20%,2.91%,1.81%
2023,Other,Teso,Ngora,74,44,118,605,589,1194,465,614,1079,206,303,509,271,391,662,12,14,26,1633,1955,3588,1621,1941,3562,1350,1550,2900,83.28%,79.86%,81.41%,1144,1247,2391,70.57%,64.25%,67.13%,4.57%,2.27%,3.31%,24.12%,20.14%,18.59%,0.73%,0.72%,0.72%
2023,Other,Toro,Ntoroko,71,53,124,453,462,915,67,68,135,8,19,27,17,13,30,12,14,26,628,629,1257,616,615,1231,599,602,1201,97.24%,97.89%,97.56%,591,583,1174,95.94%,94.80%,95.37%,11.53%,8.62%,10.07%,2.11%,2.11%,2.44%,1.91%,2.23%,2.07%
2023,FZO,Ankole,Ntungamo,973,777,1750,2658,3116,5774,897,1367,2264,327,484,811,311,470,781,55,49,104,5221,6263,11484,5166,6214,11380,4855,5744,10599,93.98%,92.44%,93.14%,4528,5260,9788,87.65%,84.65%,86.01%,18.83%,12.50%,15.38%,9.10%,7.56%,6.86%,1.05%,0.78%,0.91%
2023,Other,Acholi,Nwoya,41,16,57,547,325,872,369,444,813,176,177,353,183,282,465,26,48,74,1342,1292,2634,1316,1244,2560,1133,962,2095,86.09%,77.33%,81.84%,957,785,1742,72.72%,63.10%,68.05%,3.12%,1.29%,2.23%,21.43%,22.67%,18.16%,1.94%,3.72%,2.81%
2023,AZO,West Nile,Obongi,3,4,7,525,206,731,420,388,808,180,124,304,148,253,401,12,3,15,1288,978,2266,1276,975,2251,1128,722,1850,88.40%,74.05%,82.19%,948,598,1546,74.29%,61.33%,68.68%,0.24%,0.41%,0.31%,19.83%,25.95%,17.81%,0.93%,0.31%,0.66%
2023,Other,Acholi,Omoro,72,26,98,643,492,1135,321,380,701,194,178,372,212,308,520,17,32,49,1459,1416,2875,1442,1384,2826,1230,1076,2306,85.30%,77.75%,81.60%,1036,898,1934,71.84%,64.88%,68.44%,4.99%,1.88%,3.47%,21.36%,22.25%,18.40%,1.17%,2.26%,1.70%
2023,Other,Lango,Otuke,20,11,31,330,209,539,234,197,431,108,127,235,182,216,398,23,25,48,897,785,1682,874,760,1634,692,544,1236,79.18%,71.58%,75.64%,584,417,1001,66.82%,54.87%,61.26%,2.29%,1.45%,1.90%,24.71%,28.42%,24.36%,2.56%,3.18%,2.85%
2023,Other,Lango,Oyam,119,45,164,1121,695,1816,783,756,1539,387,337,724,627,670,1297,37,63,100,3074,2566,5640,3037,2503,5540,2410,1833,4243,79.35%,73.23%,76.59%,2023,1496,3519,66.61%,59.77%,63.52%,3.92%,1.80%,2.96%,22.06%,26.77%,23.41%,1.20%,2.46%,1.77%
2023,Other,Acholi,Pader,60,35,95,674,429,1103,472,439,911,291,223,514,373,500,873,27,34,61,1897,1660,3557,1870,1626,3496,1497,1126,2623,80.05%,69.25%,75.03%,1206,903,2109,64.49%,55.54%,60.33%,3.21%,2.15%,2.72%,26.74%,30.75%,24.97%,1.42%,2.05%,1.71%
2023,Other,West Nile,Pakwach,51,7,58,630,281,911,359,238,597,123,103,226,100,72,172,21,11,32,1284,712,1996,1263,701,1964,1163,629,1792,92.08%,89.73%,91.24%,1040,526,1566,82.34%,75.04%,79.74%,4.04%,1.00%,2.95%,5.70%,10.27%,8.76%,1.64%,1.54%,1.60%
2023,Other,Bukedi,Pallisa,56,29,85,873,577,1450,948,969,1917,399,465,864,755,890,1645,36,36,72,3067,2966,6033,3031,2930,5961,2276,2040,4316,75.09%,69.62%,72.40%,1877,1575,3452,61.93%,53.75%,57.91%,1.85%,0.99%,1.43%,29.36%,30.38%,27.60%,1.17%,1.21%,1.19%
2023,Other,South Buganda,Rakai,320,254,574,1147,1555,2702,277,548,825,135,209,344,56,182,238,67,114,181,2002,2862,4864,1935,2748,4683,1879,2566,4445,97.11%,93.38%,94.92%,1744,2357,4101,90.13%,85.77%,87.57%,16.54%,9.24%,12.26%,9.41%,6.62%,5.08%,3.35%,3.98%,3.72%
2023,Other,Kigezi,Rubanda,131,115,246,566,673,1239,362,576,938,145,182,327,161,295,456,35,69,104,1400,1910,3310,1365,1841,3206,1204,1546,2750,88.21%,83.98%,85.78%,1059,1364,2423,77.58%,74.09%,75.58%,9.60%,6.25%,7.67%,21.61%,16.02%,14.22%,2.50%,3.61%,3.14%
2023,Other,Ankole,Rubirizi,422,328,750,682,813,1495,159,225,384,61,79,140,20,25,45,13,11,24,1357,1481,2838,1344,1470,2814,1324,1445,2769,98.51%,98.30%,98.40%,1263,1366,2629,93.97%,92.93%,93.43%,31.40%,22.31%,26.65%,1.86%,1.70%,1.60%,0.96%,0.74%,0.85%
2023,Other,Kigezi,Rukiga,146,87,233,463,624,1087,214,301,515,59,90,149,63,124,187,13,15,28,958,1241,2199,945,1226,2171,882,1102,1984,93.33%,89.89%,91.39%,823,1012,1835,87.09%,82.54%,84.52%,15.45%,7.10%,10.73%,13.12%,10.11%,8.61%,1.36%,1.21%,1.27%
2023,Other,Kigezi,Rukungiri,641,520,1161,1754,2086,3840,575,987,1562,170,269,439,127,223,350,49,41,90,3316,4126,7442,3267,4085,7352,3140,3862,7002,96.11%,94.54%,95.24%,2970,3593,6563,90.91%,87.96%,89.27%,19.62%,12.73%,15.79%,6.83%,5.46%,4.76%,1.48%,0.99%,1.21%
2023,Other,Ankole,Rwampara,270,210,480,731,829,1560,145,224,369,45,73,118,34,48,82,31,32,63,1256,1416,2672,1225,1384,2609,1191,1336,2527,97.22%,96.53%,96.86%,1146,1263,2409,93.55%,91.26%,92.33%,22.04%,15.17%,18.40%,3.92%,3.47%,3.14%,2.47%,2.26%,2.36%
2023,Other,Teso,Serere,76,41,117,960,826,1786,837,1058,1895,314,478,792,568,867,1435,25,30,55,2780,3300,6080,2755,3270,6025,2187,2403,4590,79.38%,73.49%,76.18%,1873,1925,3798,67.99%,58.87%,63.04%,2.76%,1.25%,1.94%,31.47%,26.51%,23.82%,0.90%,0.91%,0.90%
2023,Other,Ankole,Sheema,919,782,1701,1502,1740,3242,263,423,686,106,127,233,113,96,209,39,30,69,2942,3198,6140,2903,3168,6071,2790,3072,5862,96.11%,96.97%,96.56%,2684,2945,5629,92.46%,92.96%,92.72%,31.66%,24.68%,28.02%,3.31%,3.03%,3.44%,1.33%,0.94%,1.12%
2023,Other,Elgon,Sironko,89,81,170,708,698,1406,674,855,1529,318,401,719,536,696,1232,56,61,117,2381,2792,5173,2325,2731,5056,1789,2035,3824,76.95%,74.51%,75.63%,1471,1634,3105,63.27%,59.83%,61.41%,3.83%,2.97%,3.36%,29.94%,25.49%,24.37%,2.35%,2.18%,2.26%
2023,Other,Teso,Soroti,249,177,426,1431,1327,2758,1019,1251,2270,328,526,854,408,662,1070,26,34,60,3461,3977,7438,3435,3943,7378,3027,3281,6308,88.12%,83.21%,85.50%,2699,2755,5454,78.57%,69.87%,73.92%,7.25%,4.49%,5.77%,19.27%,16.79%,14.50%,0.75%,0.85%,0.81%
2023,Other,South Buganda,Ssembabule,260,189,449,1044,1131,2175,456,729,1185,202,327,529,267,401,668,50,78,128,2279,2855,5134,2229,2777,5006,1962,2376,4338,88.02%,85.56%,86.66%,1760,2049,3809,78.96%,73.78%,76.09%,11.66%,6.81%,8.97%,17.99%,14.44%,13.34%,2.19%,2.73%,2.49%
2023,AZO,West Nile,Terego,27,5,32,1074,320,1394,1007,600,1607,509,245,754,562,502,1064,106,65,171,3285,1737,5022,3179,1672,4851,2617,1170,3787,82.32%,69.98%,78.07%,2108,925,3033,66.31%,55.32%,62.52%,0.85%,0.30%,0.66%,15.79%,30.02%,21.93%,3.23%,3.74%,3.41%
2023,KMD,Bukedi,Tororo,374,251,625,1813,1642,3455,1275,1421,2696,604,726,1330,833,972,1805,55,85,140,4954,5097,10051,4899,5012,9911,4066,4040,8106,83.00%,80.61%,81.79%,3462,3314,6776,70.67%,66.12%,68.37%,7.63%,5.01%,6.31%,19.84%,19.39%,18.21%,1.11%,1.67%,1.39%
2023,KMD,South Buganda,Wakiso,8502,7363,15865,15539,18598,34137,3181,4638,7819,1506,1996,502,1383,1525,2908,394,456,850,30505,34576,65081,30111,34120,64231,28728,32595,61323,95.41%,95.53%,95.47%,27222,30599,57821,90.41%,89.68%,90.02%,28.24%,21.58%,24.70%,5.06%,4.47%,4.53%,1.29%,1.32%,1.31%
2023,AZO,West Nile,Yumbe,81,32,113,1297,576,1873,1069,731,1800,452,327,779,493,478,971,69,57,126,3461,2201,5662,3392,2144,5536,2899,1666,4565,85.47%,77.71%,82.46%,2447,1339,3786,72.14%,62.45%,68.39%,2.39%,1.49%,2.04%,14.09%,22.29%,17.54%,1.99%,2.59%,2.23%
2023,Other,West Nile,Zombo,29,19,48,515,277,792,418,267,685,199,105,304,197,141,338,14,12,26,1372,821,2193,1358,809,2167,1161,668,1829,85.49%,82.57%,84.40%,962,563,1525,70.84%,69.59%,70.37%,2.14%,2.35%,2.22%,10.38%,17.43%,15.60%,1.02%,1.46%,1.19%
2024,MZO,Karamoja,Nabilatuk,3,1,4,112,43,155,55,54,109,14,19,33,7,18,25,2,0,2,193,135,328,191,135,326,184,117,301,96.34%,86.67%,92.33%,170,98,268,89.01%,72.59%,82.21%,1.57%,0.74%,1.23%,9.42%,13.33%,7.67%,1.04%,0.00%,0.61%
2022,AZO,West Nile,Adjumani,149,70,219,1275,610,1885,1135,761,1896,662,490,1152,554,611,1165,51,53,104,3826,2595,6421,3775,2542,6317,3221,1931,5152,85.32%,75.96%,81.56%,2559,1441,4000,67.79%,56.69%,63.32%,3.95%,2.75%,3.47%,16.19%,24.04%,18.44%,1.33%,2.04%,1.62%
2022,Other,Acholi,Agago,69,37,106,838,430,1268,616,492,1108,466,370,836,832,900,1732,41,61,102,2862,2290,5152,2821,2229,5050,1989,1329,3318,70.51%,59.62%,65.70%,1523,959,2482,53.99%,43.02%,49.15%,2.45%,1.66%,2.10%,31.90%,40.38%,34.30%,1.43%,2.66%,1.98%
2022,Other,Lango,Alebtong,97,54,151,846,578,1424,458,433,891,396,364,760,621,612,1233,43,39,82,2461,2080,4541,2418,2041,4459,1797,1429,3226,74.32%,70.01%,72.35%,1401,1065,2466,57.94%,52.18%,55.30%,4.01%,2.65%,3.39%,25.31%,29.99%,27.65%,1.75%,1.88%,1.81%
2022,Other,Lango,Amolatar,97,50,147,612,391,1003,331,289,620,230,228,458,456,413,869,20,22,42,1746,1393,3139,1726,1371,3097,1270,958,2228,73.58%,69.88%,71.94%,1040,730,1770,60.25%,53.25%,57.15%,5.62%,3.65%,4.75%,23.93%,30.12%,28.06%,1.15%,1.58%,1.34%
2023,MZO,Karamoja,Nabilatuk,6,0,6,111,58,169,33,61,94,10,9,19,10,17,27,7,3,10,177,148,325,170,145,315,160,128,288,94.12%,88.28%,91.43%,150,119,269,88.24%,82.07%,85.40%,3.53%,0.00%,1.90%,10.00%,11.72%,8.57%,3.95%,2.03%,3.08%
2022,Other,Teso,Amuria,65,30,95,834,674,1508,552,556,1108,295,344,639,394,411,805,30,44,74,2170,2059,4229,2140,2015,4155,1746,1604,3350,81.59%,79.60%,80.63%,1451,1260,2711,67.80%,62.53%,65.25%,3.04%,1.49%,2.29%,19.21%,20.40%,19.37%,1.38%,2.14%,1.75%
2022,Other,Acholi,Amuru,66,42,108,868,442,1310,580,421,1001,415,250,665,329,366,695,75,56,131,2333,1577,3910,2258,1521,3779,1929,1155,3084,85.43%,75.94%,81.61%,1514,905,2419,67.05%,59.50%,64.01%,2.92%,2.76%,2.86%,16.21%,24.06%,18.39%,3.21%,3.55%,3.35%
2022,Other,Lango,Apac,87,63,150,787,626,1413,324,351,675,229,199,428,210,231,441,25,20,45,1662,1490,3152,1637,1470,3107,1427,1239,2666,87.17%,84.29%,85.81%,1198,1040,2238,73.18%,70.75%,72.03%,5.31%,4.29%,4.83%,14.11%,15.71%,14.19%,1.50%,1.34%,1.43%
2022,Other,West Nile,Arua,389,252,641,1980,1756,3736,1095,1127,2222,610,705,1315,648,656,1304,200,164,364,4922,4660,9582,4722,4496,9218,4074,3840,7914,86.28%,85.41%,85.85%,3464,3135,6599,73.36%,69.73%,71.59%,8.24%,5.60%,6.95%,13.89%,14.59%,14.15%,4.06%,3.52%,3.80%
2022,Other,Bukedi,Budaka,198,149,347,962,869,1831,570,596,1166,500,532,1032,596,594,1190,27,70,97,2853,2810,5663,2826,2740,5566,2230,2146,4376,78.91%,78.32%,78.62%,1730,1614,3344,61.22%,58.91%,60.08%,7.01%,5.44%,6.23%,21.02%,21.68%,21.38%,0.95%,2.49%,1.71%
2022,Other,Elgon,Bududa,65,53,118,528,667,1195,302,369,671,228,295,523,224,336,560,39,58,97,1386,1778,3164,1347,1720,3067,1123,1384,2507,83.37%,80.47%,81.74%,895,1089,1984,66.44%,63.31%,64.69%,4.83%,3.08%,3.85%,24.94%,19.53%,18.26%,2.81%,3.26%,3.07%
2022,Other,Busoga,Bugiri,253,169,422,1420,1447,2867,747,873,1620,510,606,1116,562,610,1172,43,68,111,3535,3773,7308,3492,3705,7197,2930,3095,6025,83.91%,83.54%,83.72%,2420,2489,4909,69.30%,67.18%,68.21%,7.25%,4.56%,5.86%,17.47%,16.46%,16.28%,1.22%,1.80%,1.52%
2022,Other,Busoga,Bugweri,111,89,200,832,912,1744,389,464,853,332,374,706,323,346,669,77,91,168,2064,2276,4340,1987,2185,4172,1664,1839,3503,83.74%,84.16%,83.96%,1332,1465,2797,67.04%,67.05%,67.04%,5.59%,4.07%,4.79%,17.41%,15.84%,16.04%,3.73%,4.00%,3.87%
2022,Other,Ankole,Buhweju,167,142,309,541,687,1228,101,192,293,68,86,154,46,59,105,32,26,58,955,1192,2147,923,1166,2089,877,1107,1984,95.02%,94.94%,94.97%,809,1021,1830,87.65%,87.56%,87.60%,18.09%,12.18%,14.79%,6.39%,5.06%,5.03%,3.35%,2.18%,2.70%
2022,Other,North Buganda,Buikwe,965,1023,1988,2567,3331,5898,802,1071,1873,595,799,1394,525,548,1073,147,175,322,5601,6947,12548,5454,6772,12226,4929,6224,11153,90.37%,91.91%,91.22%,4334,5425,9759,79.46%,80.11%,79.82%,17.69%,15.11%,16.26%,10.05%,8.09%,8.78%,2.62%,2.52%,2.57%
2022,Other,Teso,Bukedea,127,71,198,1095,1017,2112,760,906,1666,411,627,1038,462,658,1120,23,34,57,2878,3313,6191,2855,3279,6134,2393,2621,5014,83.82%,79.93%,81.74%,1982,1994,3976,69.42%,60.81%,64.82%,4.45%,2.17%,3.23%,23.05%,20.07%,18.26%,0.80%,1.03%,0.92%
2022,Other,South Buganda,Bukomansimbi,242,253,495,749,1042,1791,235,407,642,170,244,414,144,224,368,80,71,151,1620,2241,3861,1540,2170,3710,1396,1946,3342,90.65%,89.68%,90.08%,1226,1702,2928,79.61%,78.43%,78.92%,15.71%,11.66%,13.34%,14.55%,10.32%,9.92%,4.94%,3.17%,3.91%
2022,Other,Elgon,Bukwo,21,16,37,449,476,925,317,370,687,321,369,690,430,586,1016,7,21,28,1545,1838,3383,1538,1817,3355,1108,1231,2339,72.04%,67.75%,69.72%,787,862,1649,51.17%,47.44%,49.15%,1.37%,0.88%,1.10%,38.10%,32.25%,30.28%,0.45%,1.14%,0.83%
2022,Other,Elgon,Bulambuli,60,21,81,512,451,963,412,415,827,245,378,623,455,435,890,49,72,121,1733,1772,3505,1684,1700,3384,1229,1265,2494,72.98%,74.41%,73.70%,984,887,1871,58.43%,52.18%,55.29%,3.56%,1.24%,2.39%,25.83%,25.59%,26.30%,2.83%,4.06%,3.45%
2022,Other,Bunyoro,Buliisa,57,29,86,489,329,818,252,232,484,152,153,305,167,197,364,26,15,41,1143,955,2098,1117,940,2057,950,743,1693,85.05%,79.04%,82.30%,798,590,1388,71.44%,62.77%,67.48%,5.10%,3.09%,4.18%,17.64%,20.96%,17.70%,2.27%,1.57%,1.95%
2022,Other,Toro,Bundibugyo,199,137,336,1239,1016,2255,459,415,874,326,263,589,182,172,354,97,94,191,2502,2097,4599,2405,2003,4408,2223,1831,4054,92.43%,91.41%,91.97%,1897,1568,3465,78.88%,78.28%,78.61%,8.27%,6.84%,7.62%,7.15%,8.59%,8.03%,3.88%,4.48%,4.15%
2022,Other,Toro,Bunyangabu,444,501,945,1048,1262,2310,94,120,214,52,47,99,14,11,25,51,51,102,1703,1992,3695,1652,1941,3593,1638,1930,3568,99.15%,99.43%,99.30%,1586,1883,3469,96.00%,97.01%,96.55%,26.88%,25.81%,26.30%,0.67%,0.57%,0.70%,2.99%,2.56%,2.76%
2022,Other,Ankole,Bushenyi,990,1126,2116,1495,1940,3435,263,327,590,127,159,286,64,35,99,56,66,122,2995,3653,6648,2939,3587,6526,2875,3552,6427,97.82%,99.02%,98.48%,2748,3393,6141,93.50%,94.59%,94.10%,33.68%,31.39%,32.42%,1.19%,0.98%,1.52%,1.87%,1.81%,1.84%
2022,Other,Bukedi,Busia,398,318,716,1831,1967,3798,778,964,1742,495,581,1076,524,570,1094,90,133,223,4116,4533,8649,4026,4400,8426,3502,3830,7332,86.98%,87.05%,87.02%,3007,3249,6256,74.69%,73.84%,74.25%,9.89%,7.23%,8.50%,14.16%,12.95%,12.98%,2.19%,2.93%,2.58%
2022,Other,Bukedi,Butaleja,133,75,208,1022,828,1850,646,695,1341,470,588,1058,708,714,1422,116,154,270,3095,3054,6149,2979,2900,5879,2271,2186,4457,76.23%,75.38%,75.81%,1801,1598,3399,60.46%,55.10%,57.82%,4.46%,2.59%,3.54%,23.97%,24.62%,24.19%,3.75%,5.04%,4.39%
2022,Other,South Buganda,Butambala,249,266,515,937,1187,2124,304,416,720,281,326,607,164,176,340,123,93,216,2058,2464,4522,1935,2371,4306,1771,2195,3966,91.52%,92.58%,92.10%,1490,1869,3359,77.00%,78.83%,78.01%,12.87%,11.22%,11.96%,9.10%,7.42%,7.90%,5.98%,3.77%,4.78%
2022,Other,Bukedi,Butebo,47,17,64,537,445,982,363,337,700,350,324,674,326,321,647,37,46,83,1660,1490,3150,1623,1444,3067,1297,1123,2420,79.91%,77.77%,78.90%,947,799,1746,58.35%,55.33%,56.93%,2.90%,1.18%,2.09%,19.78%,22.23%,21.10%,2.23%,3.09%,2.63%
2022,Other,North Buganda,Buvuma,9,4,13,180,131,311,71,84,155,51,35,86,38,37,75,20,18,38,369,309,678,349,291,640,311,254,565,89.11%,87.29%,88.28%,260,219,479,74.50%,75.26%,74.84%,2.58%,1.37%,2.03%,10.60%,12.71%,11.72%,5.42%,5.83%,5.60%
2022,Other,Busoga,Buyende,138,87,225,1134,1070,2204,550,556,1106,396,498,894,330,386,716,76,101,177,2624,2698,5322,2548,2597,5145,2218,2211,4429,87.05%,85.14%,86.08%,1822,1713,3535,71.51%,65.96%,68.71%,5.42%,3.35%,4.37%,15.15%,14.86%,13.92%,2.90%,3.74%,3.33%
2022,Other,Lango,Dokolo,137,66,203,708,490,1198,467,420,887,400,357,757,627,596,1223,21,21,42,2360,1950,4310,2339,1929,4268,1712,1333,3045,73.19%,69.10%,71.34%,1312,976,2288,56.09%,50.60%,53.61%,5.86%,3.42%,4.76%,25.48%,30.90%,28.66%,0.89%,1.08%,0.97%
2022,Other,South Buganda,Gomba,235,258,493,1093,1489,2582,297,368,665,210,249,459,121,115,236,108,91,199,2064,2570,4634,1956,2479,4435,1835,2364,4199,93.81%,95.36%,94.68%,1625,2115,3740,83.08%,85.32%,84.33%,12.01%,10.41%,11.12%,5.88%,4.64%,5.32%,5.23%,3.54%,4.29%
2022,Other,Acholi,Gulu,583,499,1082,1778,1810,3588,564,655,1219,342,405,747,282,349,631,74,68,142,3623,3786,7409,3549,3718,7267,3267,3369,6636,92.05%,90.61%,91.32%,2925,2964,5889,82.42%,79.72%,81.04%,16.43%,13.42%,14.89%,9.83%,9.39%,8.68%,2.04%,1.80%,1.92%
2022,Other,Bunyoro,Hoima,558,511,1069,1353,1573,2926,471,685,1156,303,398,701,557,631,1188,121,116,237,3363,3914,7277,3242,3798,7040,2685,3167,5852,82.82%,83.39%,83.13%,2382,2769,5151,73.47%,72.91%,73.17%,17.21%,13.45%,15.18%,19.46%,16.61%,16.88%,3.60%,2.96%,3.26%
2022,Other,Ankole,Ibanda,654,523,1177,1414,1771,3185,295,480,775,135,228,363,93,109,202,87,71,158,2678,3182,5860,2591,3111,5702,2498,3002,5500,96.41%,96.50%,96.46%,2363,2774,5137,91.20%,89.17%,90.09%,25.24%,16.81%,20.64%,4.21%,3.50%,3.54%,3.25%,2.23%,2.70%
2022,Other,Busoga,Iganga,689,602,1291,1992,2334,4326,760,987,1747,456,682,1138,571,739,1310,106,124,230,4574,5468,10042,4468,5344,9812,3897,4605,8502,87.22%,86.17%,86.65%,3441,3923,7364,77.01%,73.41%,75.05%,15.42%,11.26%,13.16%,16.54%,13.83%,13.35%,2.32%,2.27%,2.29%
2022,FZO,Ankole,Isingiro,712,534,1246,2266,2577,4843,773,1089,1862,416,596,1012,331,516,847,167,200,367,4665,5512,10177,4498,5312,9810,4167,4796,8963,92.64%,90.29%,91.37%,3751,4200,7951,83.39%,79.07%,81.05%,15.83%,10.05%,12.70%,11.47%,9.71%,8.63%,3.58%,3.63%,3.61%
2022,Other,Busoga,Jinja,849,716,1565,2973,3719,6692,920,1296,2216,689,892,1581,493,621,1114,139,191,330,6063,7435,13498,5924,7244,13168,5431,6623,12054,91.68%,91.43%,91.54%,4742,5731,10473,80.05%,79.11%,79.53%,14.33%,9.88%,11.88%,10.48%,8.57%,8.46%,2.29%,2.57%,2.44%
2022,MZO,Karamoja,Nabilatuk,6,1,7,73,30,103,28,15,43,13,17,30,7,4,11,47,22,69,174,89,263,127,67,194,120,63,183,94.49%,94.03%,94.33%,107,46,153,84.25%,68.66%,78.87%,4.72%,1.49%,3.61%,3.15%,5.97%,5.67%,27.01%,24.72%,26.24%
2022,Other,Kigezi,Kabale,552,532,1084,1133,1303,2436,453,595,1048,197,280,477,158,213,371,76,94,170,2569,3017,5586,2493,2923,5416,2335,2710,5045,93.66%,92.71%,93.15%,2138,2430,4568,85.76%,83.13%,84.34%,22.14%,18.20%,20.01%,8.54%,7.29%,6.85%,2.96%,3.12%,3.04%
2022,Other,Toro,Kabarole,925,1121,2046,2061,2450,4511,163,191,354,63,67,130,11,11,22,88,98,186,3311,3938,7249,3223,3840,7063,3212,3829,7041,99.66%,99.71%,99.69%,3149,3762,6911,97.70%,97.97%,97.85%,28.70%,29.19%,28.97%,0.34%,0.29%,0.31%,2.66%,2.49%,2.57%
2022,Other,Teso,Kaberamaido,47,4,51,561,447,1008,372,322,694,179,161,340,96,128,224,2,3,5,1257,1065,2322,1255,1062,2317,1159,934,2093,92.35%,87.95%,90.33%,980,773,1753,78.09%,72.79%,75.66%,3.75%,0.38%,2.20%,10.20%,12.05%,9.67%,0.16%,0.28%,0.22%
2022,Other,Bunyoro,Kagadi,367,273,640,1579,1690,3269,521,692,1213,296,434,730,184,286,470,143,144,287,3090,3519,6609,2947,3375,6322,2763,3089,5852,93.76%,91.53%,92.57%,2467,2655,5122,83.71%,78.67%,81.02%,12.45%,8.09%,10.12%,9.70%,8.47%,7.43%,4.63%,4.09%,4.34%
2022,Other,Bunyoro,Kakumiro,185,127,312,971,925,1896,399,549,948,222,326,548,188,310,498,60,74,134,2025,2311,4336,1965,2237,4202,1777,1927,3704,90.43%,86.14%,88.15%,1555,1601,3156,79.13%,71.57%,75.11%,9.41%,5.68%,7.43%,15.78%,13.86%,11.85%,2.96%,3.20%,3.09%
2022,Other,Teso,Kalaki,21,14,35,459,365,824,395,336,731,216,215,431,182,170,352,2,1,3,1275,1101,2376,1273,1100,2373,1091,930,2021,85.70%,84.55%,85.17%,875,715,1590,68.74%,65.00%,67.00%,1.65%,1.27%,1.47%,13.35%,15.45%,14.83%,0.16%,0.09%,0.13%
2022,Other,South Buganda,Kalangala,64,44,108,158,165,323,34,43,77,12,15,27,5,5,10,3,7,10,276,279,555,273,272,545,268,267,535,98.17%,98.16%,98.17%,256,252,508,93.77%,92.65%,93.21%,23.44%,16.18%,19.82%,1.83%,1.84%,1.83%,1.09%,2.51%,1.80%
2022,Other,Busoga,Kaliro,172,119,291,927,995,1922,450,509,959,378,458,836,458,506,964,21,42,63,2406,2629,5035,2385,2587,4972,1927,2081,4008,80.80%,80.44%,80.61%,1549,1623,3172,64.95%,62.74%,63.80%,7.21%,4.60%,5.85%,21.22%,19.56%,19.39%,0.87%,1.60%,1.25%
2022,Other,South Buganda,Kalungu,390,510,900,1075,1541,2616,334,425,759,237,281,518,170,190,360,78,76,154,2284,3023,5307,2206,2947,5153,2036,2757,4793,92.29%,93.55%,93.01%,1799,2476,4275,81.55%,84.02%,82.96%,17.68%,17.31%,17.47%,8.61%,6.45%,6.99%,3.42%,2.51%,2.90%
2022,KMD,Kampala,Kampala,6532,6364,12896,7730,9672,17402,1444,2007,3451,944,1482,2426,606,727,1333,273,324,597,17529,20576,38105,17256,20252,37508,16650,19525,36175,96.49%,96.41%,96.45%,15706,18043,33749,91.02%,89.09%,89.98%,37.85%,31.42%,34.38%,4.21%,3.59%,3.55%,1.56%,1.57%,1.57%
